Team,Season,No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
Phoenix Suns,2015-16,0,Orlando Johnson,SG,6-5,220,"March 11, 1989",2,Loyola Marymount
Phoenix Suns,2015-16,3,Brandon Knight,SG,6-2,182,"December 2, 1991",4,Kentucky
Phoenix Suns,2015-16,21,Alex Len,C,7-0,250,"June 16, 1993",2,Maryland
Phoenix Suns,2015-16,30,Jon Leuer,PF,6-10,228,"May 14, 1989",4,Wisconsin
Phoenix Suns,2015-16,52,Jordan McRae,PG,6-5,179,"March 28, 1991",R,Tennessee
Phoenix Suns,2015-16,11,Markieff Morris,PF,6-9,245,"September 2, 1989",4,Kansas
Phoenix Suns,2015-16,25,Phil Pressey,PG,5-11,175,"February 17, 1991",2,Missouri
Phoenix Suns,2015-16,14,Ronnie Price,PG,6-2,190,"June 21, 1983",10,Nicholls State
Phoenix Suns,2015-16,35,Mirza Teletović,PF,6-9,242,"September 18, 1985",3,
Phoenix Suns,2015-16,17,P.J. Tucker,SF,6-5,245,"May 5, 1985",4,Texas
Phoenix Suns,2015-16,12,T.J. Warren,SF,6-8,220,"September 5, 1993",1,NC State
Phoenix Suns,2015-16,10,Sonny Weems,SG,6-6,205,"July 8, 1986",3,Arkansas
Phoenix Suns,2015-16,15,Alan Williams,PF,6-8,265,"January 28, 1993",R,UC Santa Barbara
Phoenix Suns,2016-17,19,Leandro Barbosa,SG,6-3,194,"November 28, 1982",13,
Phoenix Suns,2016-17,35,Dragan Bender,PF,7-0,225,"November 17, 1997",R,
Phoenix Suns,2016-17,2,Eric Bledsoe,PG,6-1,214,"December 9, 1989",6,Kentucky
Phoenix Suns,2016-17,1,Devin Booker,SG,6-5,206,"October 30, 1996",1,Kentucky
Phoenix Suns,2016-17,4,Tyson Chandler,C,7-0,235,"October 2, 1982",15,
Phoenix Suns,2016-17,0,Marquese Chriss,PF,6-9,240,"July 2, 1997",R,Washington
Phoenix Suns,2016-17,3,Jared Dudley,PF,6-6,237,"July 10, 1985",9,Boston College
Phoenix Suns,2016-17,31,Jarell Eddie,SF,6-7,218,"October 30, 1991",1,Virginia Tech
Phoenix Suns,2016-17,23,John Jenkins,SG,6-4,215,"March 6, 1991",4,Vanderbilt
Phoenix Suns,2016-17,10,Derrick Jones Jr.,SF,6-5,210,"February 15, 1997",R,UNLV
Phoenix Suns,2016-17,11,Brandon Knight,SG,6-2,182,"December 2, 1991",5,Kentucky
Phoenix Suns,2016-17,21,Alex Len,C,7-0,250,"June 16, 1993",3,Maryland
Phoenix Suns,2016-17,22,Elijah Millsap,SG,6-6,225,"August 12, 1987",2,Louisiana
Phoenix Suns,2016-17,14,Ronnie Price,PG,6-2,190,"June 21, 1983",11,Nicholls State
Phoenix Suns,2016-17,17,P.J. Tucker,SF,6-5,245,"May 5, 1985",5,Texas
Phoenix Suns,2016-17,8,Tyler Ulis,PG,5-10,160,"January 5, 1996",R,Kentucky
Phoenix Suns,2016-17,12,T.J. Warren,SF,6-8,220,"September 5, 1993",2,NC State
Phoenix Suns,2016-17,15,Alan Williams,C,6-8,265,"January 28, 1993",1,UC Santa Barbara
Phoenix Suns,2017-18,35,Dragan Bender,PF,7-0,225,"November 17, 1997",1,
Phoenix Suns,2017-18,2,Eric Bledsoe,PG,6-1,214,"December 9, 1989",7,Kentucky
Phoenix Suns,2017-18,1,Devin Booker,SG,6-5,206,"October 30, 1996",2,Kentucky
Phoenix Suns,2017-18,2,Isaiah Canaan,PG,6-0,201,"May 21, 1991",4,Murray State
Phoenix Suns,2017-18,4,Tyson Chandler,C,7-0,235,"October 2, 1982",16,
Phoenix Suns,2017-18,0,Marquese Chriss,PF,6-9,240,"July 2, 1997",1,Washington
Phoenix Suns,2017-18,30,Troy Daniels,SG,6-4,200,"July 15, 1991",4,VCU
Phoenix Suns,2017-18,3,Jared Dudley,PF,6-6,237,"July 10, 1985",10,Boston College
Phoenix Suns,2017-18,14,Josh Gray,PG,6-0,180,"September 9, 1993",R,LSU
Phoenix Suns,2017-18,10,Shaquille Harrison,PG,6-7,190,"October 6, 1993",R,Tulsa
Phoenix Suns,2017-18,23,Danuel House Jr.,SG,6-6,220,"June 7, 1993",1,Texas A&M
Phoenix Suns,2017-18,20,Josh Jackson,SF,6-8,207,"February 10, 1997",R,Kansas
Phoenix Suns,2017-18,55,Mike James,PG,6-1,189,"August 18, 1990",R,Lamar
Phoenix Suns,2017-18,10,Derrick Jones Jr.,SF,6-5,210,"February 15, 1997",1,UNLV
Phoenix Suns,2017-18,21,Alex Len,C,7-0,250,"June 16, 1993",4,Maryland
Phoenix Suns,2017-18,14,Greg Monroe,C,6-11,265,"June 4, 1990",7,Georgetown
Phoenix Suns,2017-18,2,Elfrid Payton,PG,6-3,195,"February 22, 1994",3,Louisiana
Phoenix Suns,2017-18,25,Alec Peters,PF,6-9,232,"April 13, 1995",R,Valparaiso
Phoenix Suns,2017-18,32,Davon Reed,SG,6-5,208,"June 11, 1995",R,Miami (FL)
Phoenix Suns,2017-18,8,Tyler Ulis,PG,5-10,160,"January 5, 1996",1,Kentucky
Phoenix Suns,2017-18,12,T.J. Warren,SF,6-8,220,"September 5, 1993",3,NC State
Phoenix Suns,2017-18,15,Alan Williams,PF,6-8,265,"January 28, 1993",2,UC Santa Barbara
Phoenix Suns,2018-19,4,Quincy Acy,PF,6-7,240,"October 6, 1990",6,Baylor
Phoenix Suns,2018-19,15,Ryan Anderson,PF,6-9,240,"May 6, 1988",10,California
Phoenix Suns,2018-19,3,Trevor Ariza,SF,6-8,215,"June 30, 1985",14,UCLA
Phoenix Suns,2018-19,22,Deandre Ayton,C,6-11,250,"July 23, 1998",R,Arizona
Phoenix Suns,2018-19,35,Dragan Bender,PF,7-0,225,"November 17, 1997",2,
Phoenix Suns,2018-19,1,Devin Booker,SG,6-5,206,"October 30, 1996",3,Kentucky
Phoenix Suns,2018-19,25,Mikal Bridges,SF,6-6,209,"August 30, 1996",R,Villanova
Phoenix Suns,2018-19,0,Isaiah Canaan,PG,6-0,201,"May 21, 1991",5,Murray State
Phoenix Suns,2018-19,4,Tyson Chandler,C,7-0,235,"October 2, 1982",17,
Phoenix Suns,2018-19,11,Jamal Crawford,SG,6-5,185,"March 20, 1980",18,Michigan
Phoenix Suns,2018-19,30,Troy Daniels,SG,6-4,200,"July 15, 1991",5,VCU
Phoenix Suns,2018-19,0,Jawun Evans,PG,6-0,185,"July 26, 1996",1,Oklahoma State
Phoenix Suns,2018-19,32,Jimmer Fredette,SG,6-2,195,"February 25, 1989",5,BYU
Phoenix Suns,2018-19,21,Richaun Holmes,C,6-10,235,"October 15, 1993",3,Bowling Green
Phoenix Suns,2018-19,20,Josh Jackson,SG,6-8,207,"February 10, 1997",1,Kansas
Phoenix Suns,2018-19,16,Tyler Johnson,PG,6-3,186,"May 7, 1992",4,Fresno State
Phoenix Suns,2018-19,8,George King,SF,6-6,225,"January 15, 1994",R,Colorado
Phoenix Suns,2018-19,14,De'Anthony Melton,PG,6-2,200,"May 28, 1998",R,USC
Phoenix Suns,2018-19,23,Eric Moreland,PF,6-10,238,"December 24, 1991",3,Oregon State
Phoenix Suns,2018-19,2,Elie Okobo,PG,6-3,190,"October 23, 1997",R,
Phoenix Suns,2018-19,3,Kelly Oubre Jr.,SF,6-7,203,"December 9, 1995",3,Kansas
Phoenix Suns,2018-19,26,Ray Spalding,PF,6-10,215,"March 11, 1997",R,Louisville
Phoenix Suns,2018-19,10,Emanuel Terry,PF,6-9,220,"August 21, 1996",R,Lincoln Memorial
Phoenix Suns,2018-19,12,T.J. Warren,SF,6-8,220,"September 5, 1993",4,NC State
Phoenix Suns,2019-20,22,Deandre Ayton,C,6-11,250,"July 23, 1998",1,Arizona
Phoenix Suns,2019-20,46,Aron Baynes,C,6-10,260,"December 9, 1986",7,Washington State
Phoenix Suns,2019-20,43,Jonah Bolden,C,6-8,220,"January 2, 1996",1,UCLA
Phoenix Suns,2019-20,1,Devin Booker,SG,6-5,206,"October 30, 1996",4,Kentucky
Phoenix Suns,2019-20,25,Mikal Bridges,SF,6-6,209,"August 30, 1996",1,Villanova
Phoenix Suns,2019-20,4,Jevon Carter,PG,6-1,200,"September 14, 1995",1,West Virginia
Phoenix Suns,2019-20,14,Cheick Diallo,C,6-8,219,"September 13, 1996",3,Kansas
Phoenix Suns,2019-20,12,Jared Harper,PG,5-10,175,"September 14, 1997",R,Auburn
Phoenix Suns,2019-20,10,Ty Jerome,SG,6-5,195,"July 8, 1997",R,Virginia
Phoenix Suns,2019-20,23,Cameron Johnson,PF,6-8,210,"March 3, 1996",R,Pitt
Phoenix Suns,2019-20,16,Tyler Johnson,PG,6-3,186,"May 7, 1992",5,Fresno State
Phoenix Suns,2019-20,8,Frank Kaminsky,C,7-0,240,"April 4, 1993",4,Wisconsin
Phoenix Suns,2019-20,0,Jalen Lecque,SG,6-4,185,"June 13, 2000",R,
Phoenix Suns,2019-20,2,Elie Okobo,PG,6-3,190,"October 23, 1997",1,
Phoenix Suns,2019-20,3,Kelly Oubre Jr.,SF,6-7,203,"December 9, 1995",4,Kansas
Phoenix Suns,2019-20,41,Tariq Owens,PF,6-10,205,"June 30, 1995",R,Tennessee
Phoenix Suns,2019-20,15,Cameron Payne,SG,6-1,183,"August 8, 1994",4,Murray State
Phoenix Suns,2019-20,11,Ricky Rubio,PG,6-2,190,"October 21, 1990",8,
Phoenix Suns,2019-20,20,Dario Šarić,PF,6-10,225,"April 8, 1994",3,
Phoenix Suns,2020-21,0,Ty-Shon Alexander,SG,6-3,195,"July 16, 1998",R,Creighton
Phoenix Suns,2020-21,22,Deandre Ayton,C,6-11,250,"July 23, 1998",2,Arizona
Phoenix Suns,2020-21,1,Devin Booker,SG,6-5,206,"October 30, 1996",5,Kentucky
Phoenix Suns,2020-21,25,Mikal Bridges,SF,6-6,209,"August 30, 1996",2,Villanova
Phoenix Suns,2020-21,4,Jevon Carter,PG,6-1,200,"September 14, 1995",2,West Virginia
Phoenix Suns,2020-21,12,Torrey Craig,SF,6-7,221,"December 19, 1990",3,USC Upstate
Phoenix Suns,2020-21,99,Jae Crowder,PF,6-6,235,"July 6, 1990",8,Marquette
Phoenix Suns,2020-21,2,Langston Galloway,SG,6-1,200,"December 9, 1991",6,Saint Joseph's
Phoenix Suns,2020-21,23,Cameron Johnson,PF,6-8,210,"March 3, 1996",1,Pitt
Phoenix Suns,2020-21,30,Damian Jones,C,6-11,245,"June 30, 1995",4,Vanderbilt
Phoenix Suns,2020-21,8,Frank Kaminsky,C,7-0,240,"April 4, 1993",5,Wisconsin
Phoenix Suns,2020-21,55,E'Twaun Moore,SG,6-3,191,"February 25, 1989",9,Purdue
Phoenix Suns,2020-21,11,Abdel Nader,SF,6-5,225,"September 25, 1993",3,Northern Illinois
Phoenix Suns,2020-21,3,Chris Paul,PG,6-0,175,"May 6, 1985",15,Wake Forest
Phoenix Suns,2020-21,15,Cameron Payne,PG,6-1,183,"August 8, 1994",5,Murray State
Phoenix Suns,2020-21,20,Dario Šarić,C,6-10,225,"April 8, 1994",4,
Phoenix Suns,2020-21,10,Jalen Smith,PF,6-10,215,"March 16, 2000",R,Maryland
Portland Trail Blazers,2010-11,12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",4,Texas
Portland Trail Blazers,2010-11,11,Luke Babbitt,SF,6-9,225,"June 20, 1989",R,Nevada
Portland Trail Blazers,2010-11,40,Earl Barron,C,7-0,250,"August 14, 1981",4,Memphis
Portland Trail Blazers,2010-11,88,Nicolas Batum,SF,6-8,230,"December 14, 1988",2,
Portland Trail Blazers,2010-11,23,Marcus Camby,C,6-11,220,"March 22, 1974",14,UMass
Portland Trail Blazers,2010-11,31,Jarron Collins,C,6-11,255,"December 2, 1978",9,Stanford
Portland Trail Blazers,2010-11,33,Dante Cunningham,PF,6-8,230,"April 22, 1987",1,Villanova
Portland Trail Blazers,2010-11,5,Rudy Fernández,SG,6-6,185,"April 4, 1985",2,
Portland Trail Blazers,2010-11,1,Armon Johnson,PG,6-3,195,"February 23, 1989",R,Nevada
Portland Trail Blazers,2010-11,17,Chris Johnson,C,6-11,210,"July 15, 1985",R,LSU
Portland Trail Blazers,2010-11,4,Sean Marks,C,6-10,250,"August 23, 1975",10,California
Portland Trail Blazers,2010-11,2,Wesley Matthews,SG,6-4,220,"October 14, 1986",1,Marquette
Portland Trail Blazers,2010-11,24,Andre Miller,PG,6-3,200,"March 19, 1976",11,Utah
Portland Trail Blazers,2010-11,8,Patty Mills,PG,6-1,180,"August 11, 1988",1,Saint Mary's
Portland Trail Blazers,2010-11,21,Fabricio Oberto,C,6-10,245,"March 21, 1975",5,
Portland Trail Blazers,2010-11,10,Joel Przybilla,C,7-1,255,"October 10, 1979",10,Minnesota
Portland Trail Blazers,2010-11,7,Brandon Roy,SG,6-6,215,"July 23, 1984",4,Washington
Portland Trail Blazers,2010-11,3,Gerald Wallace,PF,6-7,215,"July 23, 1982",9,Alabama
Portland Trail Blazers,2011-12,12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",5,Texas
Portland Trail Blazers,2011-12,8,Luke Babbitt,SF,6-9,225,"June 20, 1989",1,Nevada
Portland Trail Blazers,2011-12,88,Nicolas Batum,SF,6-8,230,"December 14, 1988",3,
Portland Trail Blazers,2011-12,23,Marcus Camby,C,6-11,220,"March 22, 1974",15,UMass
Portland Trail Blazers,2011-12,11,Jamal Crawford,PG,6-5,185,"March 20, 1980",11,Michigan
Portland Trail Blazers,2011-12,5,Raymond Felton,PG,6-1,205,"June 26, 1984",6,UNC
Portland Trail Blazers,2011-12,3,Jonny Flynn,PG,6-0,185,"February 6, 1989",2,Syracuse
Portland Trail Blazers,2011-12,21,J.J. Hickson,PF,6-9,242,"September 4, 1988",3,NC State
Portland Trail Blazers,2011-12,1,Armon Johnson,PG,6-3,195,"February 23, 1989",1,Nevada
Portland Trail Blazers,2011-12,17,Chris Johnson,C,6-11,210,"July 15, 1985",1,LSU
Portland Trail Blazers,2011-12,2,Wesley Matthews,SG,6-4,220,"October 14, 1986",2,Marquette
Portland Trail Blazers,2011-12,10,Joel Przybilla,C,7-1,255,"October 10, 1979",11,Minnesota
Portland Trail Blazers,2011-12,83,Craig Smith,PF,6-7,250,"November 10, 1983",5,Boston College
Portland Trail Blazers,2011-12,4,Nolan Smith,PG,6-2,185,"July 25, 1988",R,Duke
Portland Trail Blazers,2011-12,34,Hasheem Thabeet,C,7-3,263,"February 16, 1987",2,UConn
Portland Trail Blazers,2011-12,40,Kurt Thomas,C,6-9,230,"October 4, 1972",16,TCU
Portland Trail Blazers,2011-12,3,Gerald Wallace,SF,6-7,215,"July 23, 1982",10,Alabama
Portland Trail Blazers,2011-12,9,Elliot Williams,SG,6-5,190,"June 20, 1989",R,Duke
Portland Trail Blazers,2012-13,12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",6,Texas
Portland Trail Blazers,2012-13,8,Luke Babbitt,PF,6-9,225,"June 20, 1989",2,Nevada
Portland Trail Blazers,2012-13,5,Will Barton,SG,6-6,181,"January 6, 1991",R,Memphis
Portland Trail Blazers,2012-13,88,Nicolas Batum,SF,6-8,230,"December 14, 1988",4,
Portland Trail Blazers,2012-13,18,Victor Claver,SF,6-9,224,"August 30, 1988",R,
Portland Trail Blazers,2012-13,19,Joel Freeland,PF,6-10,250,"February 7, 1987",R,
Portland Trail Blazers,2012-13,21,J.J. Hickson,C,6-9,242,"September 4, 1988",4,NC State
Portland Trail Blazers,2012-13,1,Jared Jeffries,PF,6-11,230,"November 25, 1981",10,Indiana
Portland Trail Blazers,2012-13,11,Meyers Leonard,C,7-0,260,"February 27, 1992",R,Illinois
Portland Trail Blazers,2012-13,0,Damian Lillard,PG,6-2,195,"July 15, 1990",R,Weber State
Portland Trail Blazers,2012-13,2,Wesley Matthews,SG,6-4,220,"October 14, 1986",3,Marquette
Portland Trail Blazers,2012-13,6,Eric Maynor,SG,6-3,175,"June 11, 1987",3,VCU
Portland Trail Blazers,2012-13,3,Sasha Pavlović,SG,6-8,220,"November 15, 1983",9,
Portland Trail Blazers,2012-13,24,Ronnie Price,PG,6-2,190,"June 21, 1983",7,Nicholls State
Portland Trail Blazers,2012-13,4,Nolan Smith,PG,6-2,185,"July 25, 1988",1,Duke
Portland Trail Blazers,2013-14,12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",7,Texas
Portland Trail Blazers,2013-14,5,Will Barton,SG,6-6,181,"January 6, 1991",1,Memphis
Portland Trail Blazers,2013-14,88,Nicolas Batum,SF,6-8,230,"December 14, 1988",5,
Portland Trail Blazers,2013-14,18,Victor Claver,SF,6-9,224,"August 30, 1988",1,
Portland Trail Blazers,2013-14,23,Allen Crabbe,SG,6-5,212,"April 9, 1992",R,California
Portland Trail Blazers,2013-14,19,Joel Freeland,C,6-10,250,"February 7, 1987",1,
Portland Trail Blazers,2013-14,11,Meyers Leonard,C,7-0,260,"February 27, 1992",1,Illinois
Portland Trail Blazers,2013-14,0,Damian Lillard,PG,6-2,195,"July 15, 1990",1,Weber State
Portland Trail Blazers,2013-14,42,Robin Lopez,C,7-0,281,"April 1, 1988",5,Stanford
Portland Trail Blazers,2013-14,2,Wesley Matthews,SG,6-4,220,"October 14, 1986",4,Marquette
Portland Trail Blazers,2013-14,3,CJ McCollum,SG,6-3,190,"September 19, 1991",R,Lehigh
Portland Trail Blazers,2013-14,41,Thomas Robinson,PF,6-10,237,"March 17, 1991",1,Kansas
Portland Trail Blazers,2013-14,17,Earl Watson,PG,6-1,195,"June 12, 1979",12,UCLA
Portland Trail Blazers,2013-14,25,Mo Williams,PG,6-1,198,"December 19, 1982",10,Alabama
Portland Trail Blazers,2013-14,1,Dorell Wright,SF,6-9,205,"December 2, 1985",9,
Portland Trail Blazers,2014-15,4,Arron Afflalo,SG,6-5,210,"October 15, 1985",7,UCLA
Portland Trail Blazers,2014-15,12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",8,Texas
Portland Trail Blazers,2014-15,5,Will Barton,SG,6-6,181,"January 6, 1991",2,Memphis
Portland Trail Blazers,2014-15,88,Nicolas Batum,SF,6-8,230,"December 14, 1988",6,
Portland Trail Blazers,2014-15,5,Steve Blake,PG,6-3,172,"February 26, 1980",11,Maryland
Portland Trail Blazers,2014-15,18,Victor Claver,SF,6-9,224,"August 30, 1988",2,
Portland Trail Blazers,2014-15,23,Allen Crabbe,SG,6-5,212,"April 9, 1992",1,California
Portland Trail Blazers,2014-15,10,Tim Frazier,PG,6-0,170,"November 1, 1990",R,Penn State
Portland Trail Blazers,2014-15,19,Joel Freeland,C,6-10,250,"February 7, 1987",2,
Portland Trail Blazers,2014-15,33,Alonzo Gee,SF,6-6,225,"May 29, 1987",5,Alabama
Portland Trail Blazers,2014-15,35,Chris Kaman,C,7-0,265,"April 28, 1982",11,Central Michigan University
Portland Trail Blazers,2014-15,11,Meyers Leonard,C,7-0,260,"February 27, 1992",2,Illinois
Portland Trail Blazers,2014-15,0,Damian Lillard,PG,6-2,195,"July 15, 1990",2,Weber State
Portland Trail Blazers,2014-15,42,Robin Lopez,C,7-0,281,"April 1, 1988",6,Stanford
Portland Trail Blazers,2014-15,2,Wesley Matthews,SG,6-4,220,"October 14, 1986",5,Marquette
Portland Trail Blazers,2014-15,3,CJ McCollum,SG,6-3,190,"September 19, 1991",1,Lehigh
Portland Trail Blazers,2014-15,41,Thomas Robinson,PF,6-10,237,"March 17, 1991",2,Kansas
Portland Trail Blazers,2014-15,1,Dorell Wright,SF,6-9,205,"December 2, 1985",10,
Portland Trail Blazers,2015-16,34,Cliff Alexander,PF,6-8,245,"November 16, 1995",R,Kansas
Portland Trail Blazers,2015-16,8,Al-Farouq Aminu,SF,6-8,220,"September 21, 1990",5,Wake Forest
Portland Trail Blazers,2015-16,5,Pat Connaughton,SG,6-5,209,"January 6, 1993",R,Notre Dame
Portland Trail Blazers,2015-16,23,Allen Crabbe,SG,6-5,212,"April 9, 1992",2,California
Portland Trail Blazers,2015-16,17,Ed Davis,PF,6-9,218,"June 5, 1989",5,UNC
Portland Trail Blazers,2015-16,10,Tim Frazier,PG,6-0,170,"November 1, 1990",1,Penn State
Portland Trail Blazers,2015-16,4,Maurice Harkless,SF,6-7,220,"May 11, 1993",3,St. John's
Portland Trail Blazers,2015-16,9,Gerald Henderson,SG,6-5,215,"December 9, 1987",6,Duke
Portland Trail Blazers,2015-16,35,Chris Kaman,C,7-0,265,"April 28, 1982",12,Central Michigan University
Portland Trail Blazers,2015-16,11,Meyers Leonard,PF,7-0,260,"February 27, 1992",3,Illinois
Portland Trail Blazers,2015-16,0,Damian Lillard,PG,6-2,195,"July 15, 1990",3,Weber State
Portland Trail Blazers,2015-16,3,CJ McCollum,SG,6-3,190,"September 19, 1991",2,Lehigh
Portland Trail Blazers,2015-16,44,Luis Montero,SG,6-7,185,"April 6, 1993",R,Westchester CC
Portland Trail Blazers,2015-16,24,Mason Plumlee,C,6-11,254,"March 5, 1990",2,Duke
Portland Trail Blazers,2015-16,2,Brian Roberts,PG,6-1,173,"December 3, 1985",3,Dayton
Portland Trail Blazers,2015-16,21,Noah Vonleh,PF,6-10,257,"August 24, 1995",1,Indiana
Portland Trail Blazers,2016-17,8,Al-Farouq Aminu,PF,6-8,220,"September 21, 1990",6,Wake Forest
Portland Trail Blazers,2016-17,5,Pat Connaughton,SG,6-5,209,"January 6, 1993",1,Notre Dame
Portland Trail Blazers,2016-17,23,Allen Crabbe,SG,6-5,212,"April 9, 1992",3,California
Portland Trail Blazers,2016-17,17,Ed Davis,PF,6-9,218,"June 5, 1989",6,UNC
Portland Trail Blazers,2016-17,4,Maurice Harkless,SF,6-7,220,"May 11, 1993",4,St. John's
Portland Trail Blazers,2016-17,10,Jake Layman,SF,6-8,209,"March 7, 1994",R,Maryland
Portland Trail Blazers,2016-17,11,Meyers Leonard,PF,7-0,260,"February 27, 1992",4,Illinois
Portland Trail Blazers,2016-17,0,Damian Lillard,PG,6-2,195,"July 15, 1990",4,Weber State
Portland Trail Blazers,2016-17,3,CJ McCollum,SG,6-3,190,"September 19, 1991",3,Lehigh
Portland Trail Blazers,2016-17,6,Shabazz Napier,PG,6-0,175,"July 14, 1991",2,UConn
Portland Trail Blazers,2016-17,27,Jusuf Nurkić,C,6-11,290,"August 23, 1994",2,
Portland Trail Blazers,2016-17,24,Mason Plumlee,C,6-11,254,"March 5, 1990",3,Duke
Portland Trail Blazers,2016-17,55,Tim Quarterman,SG,6-6,195,"October 27, 1994",R,LSU
Portland Trail Blazers,2016-17,1,Evan Turner,SF,6-6,220,"October 27, 1988",6,Ohio State
Portland Trail Blazers,2016-17,21,Noah Vonleh,PF,6-10,257,"August 24, 1995",2,Indiana
Portland Trail Blazers,2017-18,8,Al-Farouq Aminu,PF,6-8,220,"September 21, 1990",7,Wake Forest
Portland Trail Blazers,2017-18,2,Wade Baldwin,PG,6-4,200,"March 29, 1996",1,Vanderbilt
Portland Trail Blazers,2017-18,33,Zach Collins,C,6-11,250,"November 19, 1997",R,Gonzaga
Portland Trail Blazers,2017-18,5,Pat Connaughton,SG,6-5,209,"January 6, 1993",2,Notre Dame
Portland Trail Blazers,2017-18,17,Ed Davis,C,6-9,218,"June 5, 1989",7,UNC
Portland Trail Blazers,2017-18,4,Maurice Harkless,SF,6-7,220,"May 11, 1993",5,St. John's
Portland Trail Blazers,2017-18,10,Jake Layman,SF,6-8,209,"March 7, 1994",1,Maryland
Portland Trail Blazers,2017-18,11,Meyers Leonard,C,7-0,260,"February 27, 1992",5,Illinois
Portland Trail Blazers,2017-18,0,Damian Lillard,PG,6-2,195,"July 15, 1990",5,Weber State
Portland Trail Blazers,2017-18,3,CJ McCollum,SG,6-3,190,"September 19, 1991",4,Lehigh
Portland Trail Blazers,2017-18,6,Shabazz Napier,PG,6-0,175,"July 14, 1991",3,UConn
Portland Trail Blazers,2017-18,27,Jusuf Nurkić,C,6-11,290,"August 23, 1994",3,
Portland Trail Blazers,2017-18,19,Georgios Papagiannis,C,7-1,240,"July 3, 1997",1,
Portland Trail Blazers,2017-18,50,Caleb Swanigan,PF,6-9,260,"April 18, 1997",R,Purdue
Portland Trail Blazers,2017-18,1,Evan Turner,SF,6-6,220,"October 27, 1988",7,Ohio State
Portland Trail Blazers,2017-18,21,Noah Vonleh,PF,6-10,257,"August 24, 1995",3,Indiana
Portland Trail Blazers,2018-19,8,Al-Farouq Aminu,PF,6-8,220,"September 21, 1990",8,Wake Forest
Portland Trail Blazers,2018-19,2,Wade Baldwin,PG,6-4,200,"March 29, 1996",2,Vanderbilt
Portland Trail Blazers,2018-19,33,Zach Collins,C,6-11,250,"November 19, 1997",1,Gonzaga
Portland Trail Blazers,2018-19,31,Seth Curry,SG,6-2,185,"August 23, 1990",4,Liberty
Portland Trail Blazers,2018-19,00,Enes Freedom,C,6-10,250,"May 20, 1992",7,
Portland Trail Blazers,2018-19,4,Maurice Harkless,SF,6-7,220,"May 11, 1993",6,St. John's
Portland Trail Blazers,2018-19,5,Rodney Hood,SG,6-8,208,"October 20, 1992",4,Mississippi State
Portland Trail Blazers,2018-19,17,Skal Labissière,PF,6-10,235,"March 18, 1996",2,Kentucky
Portland Trail Blazers,2018-19,10,Jake Layman,SF,6-8,209,"March 7, 1994",2,Maryland
Portland Trail Blazers,2018-19,11,Meyers Leonard,C,7-0,260,"February 27, 1992",6,Illinois
Portland Trail Blazers,2018-19,0,Damian Lillard,PG,6-2,195,"July 15, 1990",6,Weber State
Portland Trail Blazers,2018-19,3,CJ McCollum,SG,6-3,190,"September 19, 1991",5,Lehigh
Portland Trail Blazers,2018-19,27,Jusuf Nurkić,C,6-11,290,"August 23, 1994",4,
Portland Trail Blazers,2018-19,24,Anfernee Simons,SG,6-3,181,"June 8, 1999",R,
Portland Trail Blazers,2018-19,6,Nik Stauskas,SG,6-6,205,"October 7, 1993",4,Michigan
Portland Trail Blazers,2018-19,50,Caleb Swanigan,PF,6-9,260,"April 18, 1997",1,Purdue
Portland Trail Blazers,2018-19,9,Gary Trent Jr.,SG,6-5,209,"January 18, 1999",R,Duke
Portland Trail Blazers,2018-19,1,Evan Turner,PG,6-6,220,"October 27, 1988",8,Ohio State
Portland Trail Blazers,2019-20,10,Jaylen Adams,PG,6-0,225,"May 4, 1996",1,St. Bonaventure
Portland Trail Blazers,2019-20,00,Carmelo Anthony,PF,6-7,238,"May 29, 1984",16,Syracuse
Portland Trail Blazers,2019-20,8,Trevor Ariza,SF,6-8,215,"June 30, 1985",15,UCLA
Portland Trail Blazers,2019-20,24,Kent Bazemore,SF,6-4,195,"July 1, 1989",7,Old Dominion
Portland Trail Blazers,2019-20,4,Moses Brown,C,7-2,245,"October 13, 1999",R,UCLA
Portland Trail Blazers,2019-20,33,Zach Collins,PF,6-11,250,"November 19, 1997",2,Gonzaga
Portland Trail Blazers,2019-20,35,Wenyen Gabriel,PF,6-9,205,"March 26, 1997",R,Kentucky
Portland Trail Blazers,2019-20,44,Mario Hezonja,PF,6-8,220,"February 25, 1995",4,
Portland Trail Blazers,2019-20,6,Jaylen Hoard,PF,6-8,216,"March 30, 1999",R,Wake Forest
Portland Trail Blazers,2019-20,5,Rodney Hood,SF,6-8,208,"October 20, 1992",5,Mississippi State
Portland Trail Blazers,2019-20,17,Skal Labissière,C,6-10,235,"March 18, 1996",3,Kentucky
Portland Trail Blazers,2019-20,0,Damian Lillard,PG,6-2,195,"July 15, 1990",7,Weber State
Portland Trail Blazers,2019-20,9,Nassir Little,PF,6-5,220,"February 11, 2000",R,UNC
Portland Trail Blazers,2019-20,3,CJ McCollum,SG,6-3,190,"September 19, 1991",6,Lehigh
Portland Trail Blazers,2019-20,27,Jusuf Nurkić,C,6-11,290,"August 23, 1994",5,
